text,label
সাথে বোমা থাকলে আরো শক্তি 😂😂,1
কেন বোমা কি শুধু মুসলিম রাই মারে আর কোন ধর্মের কেউ মারে না...???,0
কোন বাপের বেটা বলতে পারবে না যে পৃথিবীতে যত জঙ্গী সংগঠন আছে তার এক টা ও মুসলিমদের হাতে বানানো হয়েছে। কিন্তু আমি বলতে পারি এই সকল জঙ্গী সংগঠন ইহুদি খ্রিস্টান রা তৈরি করেছে ইসলাম কে ধ্বংস করার জন্য। এই সকল জঙ্গীদের অস্ত্র বোমা দিয়ে সাহায্য করত আমেরিকা ইস্রাঈল এর মত ইহুদি খ্রিস্টান রা।,1
"আল্লাহ আকবার, রব্বুল আলামীন ইসলামের শত্রুদের আপনি ধ্বংস করে দিন।",2
অামার দেখা সবচেয়ে সাহসী ও সুন্দর প্রতিবাদ।,0
"যমুনা টিভি অচিরেই সবাইকে ছাড়িয়ে যাবে ইনশাল্লাহ,দোয়া করি।।সময় চ্যানেল হিন্দুদের দালাল। তাই হিজাব নিয়ে কোন রিপোর্ট করল না এখনো।।",1
তোর জন্ম যে পতিতালয় হয়েছে এ বিষয়ে কোন সন্দেহ নাই। শুধু একটু অপেক্ষা কর পালানোর জায়গা পাবি না।,1
"সব কটা মুসলিম নারী জংগী ,,, যারা সারাক্ষণ লেংটা থেকে স্কুলে এসে হিজাব লাগায়,,, মাদ্রাসার পরতে গেলেই ত হয়, স্কুলে বেডাগো গেসে আবার হিজাব পরে বসার এতো সখ নিলজ্জ জাতি, যাদের লেখাপড়ার অধিকার দেওয়া হয়নাই, তারা সবার হিজাব পরে স্কুল লেখা পড়া করতে চাইছে",1
শুধু মুসলিম ছাড়া অন্য কোনও জাতি ধর্মের পোশাকের উপর বর্বরতা হয়েছে এমন কোন ঘটনা আমার জানা নেই । এরা তো কখনই শিখ দের নিয়ে কথা বলে না । পোশাক হিন্দু মুসলিম বৌদ্ধ প্রতিটি মানুষের অধিকার । ভোটের সময় আসলেই এই ধরনের ইস্যু তৈরি করা হয় ।,0
সব চেয়ে বেহায়া দেশ ভারত,1
"নোংরা সাম্প্রদায়িক দেশ, ভারত.",1
ভারতের মুসলিম বোনদের থেকে শিক্ষা নেওয়া দরকার পৃথিবীর মুসলমানদের বিশেষ করে মুসলিম বোনদের তাদের ঈমানের তুলনায় আমাদের ঈমানটা কতদূর বল মাশাল্লাহ বোনেরা এগিয়ে যাও,0
আসসালামু আলাইকুম কালার পেপার দিয়ে বিভিন্ন ডিজাইন বানাই আশা করি ভালো লাগবে।❤️🌼,0
বাংলা অনুবাদ সহ পবিত্র আল কোরআন তেলাওয়াত শিখতে এবং শুনতে আপনাকে স্বাগতম।,0
ভাই পাশে থাকলে হবেনা সামনে আসতে হবে,0
দুনিয়া জুড়ে আজ মুসলিম বিরোধী চক্রান্ত চলছে।হিজাব পড়া মুসলিম নারীর অধিকার। ভারতের উগ্রবাদী হিন্দুরা ধর্ম নিয়ে খুব বেশি বাড়াবাড়ি করছে।,1
তোমরা জারা জয় সৃরিরাম বলে ছোলো গান দিচ্ছো তার মানে জানো। তোমাদের মতো দুটোলোকেদের কারনে মাতা সিতাকে তার সন্তান সহো ১৪ বছর বনো বাস তাটাতে হয়েছে। আর রাম তো ধর্মোকে এই ভাবে শিক্ষা দেয় নাই আরে রাম কে আর কতো অপোমান করবে তোমাদের ধর্মে তো নারীদের ঈশ্বরে রুপ বলে তা হলে আজ কেনো এতো অংকার।,0
"বিতর্ক? এটা সন্ত্রাসী মালুদের কাজ, বাংলাদেশে হিন্দু মহিলাদের পেট দেখিয়ে শাড়ি পরা বন্ধ করতে হবে।",1
একটা মেয়েকে যদি জয় শ্রী রাম স্লোগানে কলেজের গেটে প্রকাশ্যে দাঁড়িয়ে কাপড় খুলে ফেলাই যদি তোদের ধর্ম হয়ে থাকে তবে থু থু মারি তোর এই ধর্মীয় মানসিকতায়। হিন্দু ধর্ম কখনোই বলে নাই এভাবে নারীর অবমাননা করার। এটা মোদীর ধর্ম আর তার অনুসারীদের। এদের ধংস নিশ্চিত।,1
"উপরে দিয়া হিজাব পরে, তলে দিয়া বয়ফ্রেন্ডের হোগা মারা খায়, এমন বউ কারো না হোক।",1
বোরকা পরার অধিকার দিতে হবে,0
3 দিনের বন্ধ। তাহলে - ভারতের শিক্ষাপ্রতিষ্ঠান বন্ধ নয়; যা বাংলাদেশে বন্ধ।,0
অন্তর থেকে ধন্যবাদ.... আল্লাহ্ আপনার পাশে আছেন,0
কি আর বলবো হে আল্লাহ তুমি তোমার বিচার করো,0
প্রিয় ভাই ও বোনেরা আপনাদের কিছে বিশেষ অনুরোধ 🙏🙏 কমেন্ট পরতে এসে কেও গালাগালি কিংবা ধাক্কাধাক্কি করবেন না। এতে একসিডেন্ট হওয়ার সম্ভাবনা আছে🤭 তাই সবাই সাবধানতা অবলম্বন করুন🙏🙏🙏,0
হিজাব পড়া কোন দোষের কিছু নাই ভারতের লোকজন পাগল হয়ে যাচ্ছে,0
মুর্খতা নোংরা রাজনতি চলছে ভরতে,1
"আরে বেকুব, কাল্পনিক শ্রীরাম তোদের বাঁচাইতে আসবো না; বাঁচাইতে পারবোও না, এইভাবে হিন্দুদের শেষ রক্ষা হবে না",1
কুকুর রা সব সময় বাঘ দেখলে ঘেউ ঘেউ করে যখন বাঘ হুংকার দেয় তখন কুকুর গুলো লেজ গুটিয়ে পালিয়ে যায়!আল্লাহ আকবর! মুসলিম দের ইতিহাস জেনে লড়তে আসিস! শেষ রক্ত প্রযন্ত কখনো অন্যয়ের সাথে আপোস করবো না।,1
ভারতের মুসলিম নারীরা হিসাব পড়ার জন্য আন্দোলন করতেছে। আর আমাদের দেশের নারীরা হিজাব খোলার জন্য মুখিয়ে আছে।এটাই ঈমানী পার্থক্য । ✌️✌️,0
ইসলামের অবমাননা করলে গুরিয়ে দেওয়া হবে সে যে হক না কেন,2
মুসলি বিশ্ব ইন্ডিয়া বয়কট করুন।,2
ইন্ডিয়া বয়কট করা হোক,2
"আমি একটি কথা বলবো জানিনা এটা আমার অপরাধ কিনা,,,আপনারা জারা মুসলিম বোন খবর পড়েন তাড়া কেনো হিজাব পরেন না ওড়না পরেন না চুল দেখান,,, বোনেরা আল্লাহ কে ভয় করেন,,আর আমার কথায় কেউ কস্ট পাবেন না,,, ইসলাম শান্তির ধর্ম,,,আল্লহু আকবর",0
কাপড় খুলে পশু হ‌ওয়ার স্বাধীনতা থাকলেও হিজাব পরে মানুষ থাকার স্বাধীনতা তারা কেড়ে নিতে চায়।এসব পশুদের রুখতে না পারলে পৃথিবীটা পশুতে ভরে যাবে।,1
ভারতীয় পণ্য বয়কট করুন। প্রতিবাদ করুণ।,2
সম্মানিত ভারতের বোনেরা আপনারা আন্দোলন চালিয়ে যান সমগ্র মুসলিম জাতি আছে আপনাদের সাথে ইনশাআল্লাহ✊✊✊✊,0
হিজাব পড়া হলো অধিকার,0
আল্লাহ তুমিই এর বিচার করো?,0
"ভারতের কণার্টকে &#39;হিজাব বিতর্ক&#39; যেনো সংঘাতে রূপ না নেয়, তা নিশ্চিতে ৩ দিনের জন্য বন্ধ ঘোষণা করা হয়েছে রাজ্যটির সব স্কুল-কলেজ।",0
"আপু, আপনি হিজাব পরুন। আল্লাহকে ভয় করুন।",0
"ভারতের এই উগ্রবাদী হিন্দু গুলোর জন্যই এক সময় ভারত ৩ টা খন্ডে বিভক্ত হয়েছে, ভারত, পাকিস্তান,বাংলাদেশ। ওদের এই নির্যাতন আমাদের আলাদা হতে বাধ্য করছিল। এখন আবার এরা সেইম কাহিনী শুরু করছে। এরা কি জানে না, এটা করলে তাদের মধ্যেই আবারো তারা‌ বিভক্ত হবে?? এরা কি নতুন করে দেশ ভাগ চায় নাকি??",1
"আল্লাহ তোমাকে কবুল করুন বোন, নিশ্চয়ই তুমি আল্লাহর প্রিয় বান্দি।",0
টাকলা মোদীর বাজে উদ্যগ,1
যার যার ধর্ম তার তার মত পালন করবে কিছু উগ্রবাদী হিন্দুরা সব সময় মুসলিমদের উপর নির্যাতন করে বিশেষ করে ভারতে হিন্দুরা,1
বাংলাদেশের মুসলমান নামের সমস্ত নারী-পুরুষদের কে বলতেছি তোমরা বেহায়াপনা করে লেংটা হইয়া ভ্যালেন্টাইন্স ডে করিস.... আর ভারতের মুসলমান নারীদের হিজাব নিয়ে যুদ্ধ করে আল্লাহর সন্তুষ্টির জন্য..... লানত বাংলাদেশের সেই বেহায়া নারীদের জন্য,1
ভাই এইটা বাংলাদেশ এখানের মেয়েরা জদি হিজাব পরে ত এদের এই সুন্দর চেহেরাটা দেখবে কে বোন এখন সময় থাকতে পর্দার করো আল্লাহ সবাইকে হেদেয়াত দান করুন আল্লাহ আকবার,0
আমাদের দেশের ইসলাম সস্তা হয়ে গেছে যে যেমন খুশি ব‍‍্যবহার করছে,0
"খবর পড়া মেডাম গুলোকে আমার পছন্দ না,কারন তারা মাথায় তো কাপড় দেনই না ওড়নাটা ও পরে না,কেয়ামতে একটা চুল ৭০টা সাপ হবে,আল্লাহ আমাদের বুঝার তওফীক দিন",0
‌হিজা‌বের মাই‌রে বাপ দি‌য়ে পু‌ড়ি‌য়ে মারা হোক।,2
হিজাব মুসলমানদের মৌলিক অধিকার,0
উগ্রবাদী হিন্দুদের শিক্ষা দেয়া উচিত,1
"এদেরকে ইসলামি উচ্চ শিক্ষা দেওয়ার জন্য বাংলাদেশের মাদ্রাসায় পাঠানো হোক।মাদ্রাসার শিক্ষক হুজুররা আজীবন ভারতের গুণ গাইবে। কারণ এরা এসব তরুনী সুন্দরী ছাত্রী পেলে দিনরাত এদের উপর ঝাপিয়ে পড়ে থাকবে। বাইরে বোরকার পোশাক, ভিতরে সব চলবে। ওপেন।",1
আল্লাহ তায়ালা ভারতের মুসলিম ভাই বোনদের উগ্র হিন্দুত্ববাদীদের অত্যাচার থেকে রক্ষা করুন।,0
হিজাব আমার বোনেদের অধিকার,0
ভারতের হিন্দুরা মুসলমানদের উপর এত অত্যাচার করে তবুও বাংলাদেশ সরকার ভারতের জন্য পাগল। 🤨🤨,1
হে ভারতের মুসলিম বোনেরা তোমরা ভয় পেয়না আল্লাহ তার রহমতের ফেরেশতা দিয়ে তোমাদেরকে হেফাজত করবেন ইনশাআল্লাহ।,0
আল্লাহ পাক আমাদের ভাই বোন কে হেপাজত করেন,0
বাংলাদেশের সাম্প্রতিক সম্প্রীতি নিয়ে যারা প্রশ্ন তুলে তাদের দেখা উচিৎ ভারতে সংখ্যালঘু নিগ্রহের ব্যাপারে স্কুল বন্ধ পর্যন্ত হচ্ছে।,0
সাবাশ। এখনি তোমাদের সময়। ঈমানকে মজবুত করার। মিরতু কে ভয় করোনা। অবশ্যই একদিন মরতে হবে।,0
যে কোনো ধর্মের মেয়েদের জন্য পর্দায় থাকা ফরজ অর্থাৎ বাধ‍্যতামূলক। পর্দা করলে বা হিজাব পরলে নারীর সম্মান বাড়ে কমে না আর এটাই বাস্তব। বের্পদায় চললে ছেলেরা বাজে দৃষ্টিতে তাকায় এবং খতি করে তাই নিজেকে খারাপ দৃষ্টি থেকে রক্ষাকরা নিজেরি র্কতব‍্য।,0
মিলেমিশে থাকাটা হিন্দুরা বুজেনাহিন্দুরা শুধু গেঞ্জাম লাগাতে পছন্দ করে,1
সামাজিকতা বজায় রাখুন।কেউ উগ্রতা দেখাবেন না।উগ্রতা পরিহার করুন।আর মুসলিমদের আন্দোলন দেখলে বুঝা যায় তারা ভারতে কতটা স্বাধীন ও নিরাপদ। আর বাংলাদেশে প্রতি নিয়ত হামলার শিকার হচ্ছে হিন্দুরা,0
বাংলাদেশের অসাম্প্রদায়িক চেতনাধারী ইসলামবিদ্বেষী নাস্তিকরা কোথায়?? ধর্মীয় স্বাধীনতা কি শুধু হিন্দুদের বেলায়?? এতেই প্রমাণিত হয় তোরা ইসলামবিদ্বেষী?? কোথায় অবৈধ আওয়ামী মুশরিক লীগ??,1
ধন্যবাদ যমুনা টিভি কর্তৃপক্ষকে এই নিউজটি প্রচার করার জন্য,0
"আল্লাহু আকবার, মুসলিমরা এমনই হয় তাদের ঈমানের শক্তির বলে একাই ১০০০ জনের সামনে দাড়াতে সক্ষম, মহান আল্লাহ রাব্বুল আলামীন আমাদের প্রিয় বোন কে হেফাজত করুন।",0
"সমগ্র পৃথিবীর মধ্যে সর্বোচ্চ উগ্র সাম্প্রদায়িক, বর্বর, কুসংস্কারাছন্ন, ইসলাম বিদ্ধেশী দেশ হল ভারত। রাষ্ট্রীয় মদদে ইসলাম মুসলিমদের আগাত করা হচ্ছে। আল্লাহ রাব্বুল আলামিন মুসলিম বোনদের রক্ষা করুন। আল্লাহু আকবর",1
"আল্লাহ তুমি রহমত করো,,সকল মুসলিম ভাই বোন দের,,",0
তাই নাকি? ইসলামে কেউ ধর্ম ত্যাগ করলে তাকে হত্যার নির্দেশ দেয়া আছে। কেউ ইসলাম ত্যাগ করবে কি না এইটা তার ব্যাক্তিগত ব্যাপার। এইটা কি চাপিয়ে দেওয়া নয়? হিন্দুদের মন্দিরে আক্রমণ এইগুলা কি?,1
গেরুয়ারা কি চায় এরা মানুষের মৌলিক অধিকার ধর্মীয় অধিকার হরণ করে কিভাবে?,0
ভারতে এখনো তাহলে মুসলমান ঈমানদার আছে..খুব খুশি হলাম তাও আবার মেয়েরা.. আর উপরের আপ্পিকে দেখো..তবে ও পরিস্থিতি স্বীকার..,0
এখন মত প্রকাশের স্বাধীনতা কই গেল।,0
হিজাবকে ভারত সরকারকে আইন জারী করে সমর্থন দেয়া উচিত। তা তারা করবে কি না সেটাই দেখার বিষয়।,0
ইসলামের বিপক্ষে কেউ কোনদিন যুদ্ধ করে ঠিকতে পারেনি। ইনশাআল্লাহ ভারতও ঠান্ডা হয়ে যাবে। শুধু সময়ের ব্যাপার ইনশাআল্লাহ,0
আল্লাহ হিজাব বিরোধীদের আল্লাহ ধ্বংস করে দেখ,2
আমার ইচ্ছা করে ভারত আর ইসরায়েলের সাথে যুদ্ধ করতে,1
"আমি হযরত ওমরের তরবারী দেখিনি,আমি হযরত আলীর বিরত্ব দেখিনি,আমি অপরাজিত খালিদ বিন ওয়ালীদের যুদ্ধ জয় দেখিনি।কিন্তু তোমার আল্লাহু আকবার ধ্বনিতে হযরত ওমর,হযরত আলী, খালিদ বিন ওয়ালিদের বিরত্ব উপলব্ধি করতে পেরেছি।সালাম বোন তোমাকে।তোমার সাহসিকতায় নিজের মনে আরও একবার ঈমানী শক্তিতে ধাক্কা খেলাম।আল্লাহু আকবার, আল্লাহু আকবার,আল্লাহু আকবার।❤️❤️",0
"শিক্ষা প্রতিষ্টানেে কোন এক জাতির র্ধ‍ম প্রকাশ পায় এরকম পোশাক নিষিদ্ধ করার জন‍্য র্কনাটক সরকারকে ধ‍ন‍্যবাদ জানাই,শিক্ষা প্রতিষ্ঠানে র্ধম,বর্ন,রাজনিতি, মুক্ত হলেই কেবল শিক্ষার্থীরা সঠিক শিক্ষার গুনাবলি অর্জন করবে,,,🙏🙏🙏🙏🙏🙏🙏🙏",0
সুশীল সমাজের মানুষ রা কই যারা মানবাধিকার নিয়ে নীতি কথা বলে এখন কেন চুপ তারা,0
ওদের বুজিয়ে দেয়া উচিৎ যে মুসলিম কাওকে ভয় পায়না আল্লাহ ছাড়া...সব জায়গায় কেন মুসলিমরা অবহেলিত,0
"মালুর বাচ্চারা কবে ভাল হবি, পাগলামি ছেডে বহির্বিশ্বের দিকে তাকা,চীন,কোথায় আর তোরা কোথায়, এক আয় তন, এক সময় সাধীন তোরা, ফালতু ছুতা নিয়া অনৈক্য না করে সবাই মিলে ভালবাসা ও উদার ,ভদ্র, প্রগতির ভারত গড",1
ভারতের উগ্র হিন্দু সম্প্রদায়ের নিছক মানসিকতায় আজ ভারতকে বিশ্বের দরবারে নোংরা ও অসভ্য দেশে পরিনত পেয়েছে।,1
"গনতান্ত্রিক দেশে যার যেভাবে ইচ্ছে সে সেভাবে পোশাক পড়বে, জোর করে তো স্বাধীনতা হরণ করা যাবে না! তাইনা",0
হিজাব পড়তে বাধা কি মানবাধিকার লঙ্ঘন নয়????? সৎ সাহস থাকলে উত্তর দিন।,0
"ধন্য আমি গড়বো বোধ করি ইসলামে জন্ম নিয়েছি বলে,হে রাব্বুল আলামিন আপনি আমাদের সকল মুসলমান ভাই বোনকে হেফাজতে করুন।",0
ভারত বরাবর অমুসলিমদের অধিকার নিয়ে টানাটানি করে। এর তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি।,0
😥😥হিজাব নারীর সৌন্দর্য বাড়িয়ে দেয়,0
আল্লাহ পাক বিচার দিবসের মালিক,0
সব চুলকানি ইসলাম নিয়ে ۔?۔۔ধর্মীয় স্বাধীনতা মানুষের মৌলিক অধিকার ۔۔۔এটা হরণ করতে এত আইন কেন ?,0
"বোরকার ভেতরে বোমা,আর মাদক পাচার হয়ে থাকে",1
"আমাদের জন্য বড় দুর্ভাগ্যের বিষয় এটা যে, যেখানে ভারতীয় হিন্দুত্ববাদের বিরুদ্ধে গিয়ে আমাদের ভারতের মুসলিম মা বোনেরা স্কুল কলেজে হিজাব পড়ার আন্দোলন করে। আর অপরদিকে বাংলাদেশের মতো শতকরা ৯০%, মুসলিম দেশের নারীরা হিজাব খুলে পেলার আন্দোলন। এটা আমার আপনার সবার জন্য দুর্ভাগ্যের বিষয়। আর ভারতের মুসলিম নারীদের এই আন্দোলনের সফলতা কামনা করা মুসলিম হিসেবে সবার ইমানি দায়িত্ব। কেননা নামাজ, রোজা,হজ্জ, যাকাত এগুলো যেমন ফরজ তেমনি মুসলিম মেয়েদের পর্দা করাও ফরজ।",0
হিজাব পড়লে হিন্দু জঙ্গিদের সমস্যা কি ? হিজাব কি ওদের টাকায় কিনে ?,1
"ইসলামের অবমাননা করতে এসে কেহই সফল হতে পারেনি ইনশাআল্লাহ ওরাও পারবে না,,নিশ্চয়ই আল্লাহ উত্তম ফয়সালাকারী,,হিজাবী বোনদের জন্য ভালোবাসা, সম্মান ও দোয়া রইলো",0
"কে বলছে কেউ সফল হতে পারে নি। ম্যাক্রন, ট্রাম্প, বোস, মুদি, ডেভিড উড, এরা সবাই ইসলামের অবমাননা করেও সফল।",1
আল্লাহ ভারতের হিন্দুত্ববাদী থেকে মুসলিম কে রক্ষা করুন আমীন,0
আস্তে আস্তে মুসলিমরা আবার জাগ্রত হবে ইনশা-আল্লাহ,0
তারা তো অমুসলিম কে হিজাব পরতে জোর করছে নাহ্। নিজেদের ধর্ম নিজেরা পালন করবে তাতে অমুসলিম দের এতো সমস্যা কেন। যারা এখনও বাথরুম ব্যাবহারে অভ্যস্থ নয় তাদের কাছথেকে এর চেয়ে বেশি আর কি আশা করা যায়।,0
"বাংলাদেশের খবর পড়ার সময় নেই আপনাদের, হিন্দুরা যে কত কষ্টে জীবন পার করে, হিন্দুদের নির্যাতন নিয়ে কথা বললে সেষ হবে না। তাই বলি ভারত নিয়ে না ভাবলেও হবে",0
আমি ভূমিকম্প দেখেছিকিন্তু এই নারীর কন্ঠে &#39;আল্লাহু আকবার&#39; ধ্বনিতে যে কম্পন সৃষ্টি হয়েছে তা আগে দেখিনি।#আল্লাহু_আকবার!,0
"হে ঈশ্বর সকল জঙ্গি, সন্ত্রাসী, উগ্রবাদী, বোমাবাজ, ধর্ষক, জোর করে ধর্মান্তরিত করা জাতিকে ধ্বংস করে দাও!!! সাথে সাথে পাপী, অসাধু ও অসৎ লোকদের",2
"আমরা সুমাইয়া (রাঃ) এর স্লোগান দেখিনি। কিন্তু মুসকানের স্লোগান দেখেছি। ওহে বোন মুসকান! তোমার স্লোগান বিশ্বের ৩০০ কোটি মুসলিমদের হৃদয়ে জাগ্রত করেছে তাওহীদের স্লোগান। আল্লাহু আকবার! আল্লাহু আকবার! আল্লাহু আকবর। তুমিই আমাদের এ-যুগের সুমাইয়া রাঃ। তুমি প্রমান করেছ, আমরাই সেরা।",0
বেশি বাড়াবাড়ি করলে তো মারা খাবাই!,1
হে ঈশ্বর তুমি বাংলাদেশের হিন্দুদের রক্ষা রক্ষা করো এবং এভাবে রুখে দারাবার সাহস প্রদান করেন।,0
"শ্রীরাম ধ্বনি দিয়ে তোমরা তোমাদের মা বোনের কাপড় সরিয়ে নিতে পছন্দ করো, আর আমরা আল্লাহু আকবর ধ্বনি দিয়ে আমাদের মা বোনকে কাপড় দ্বারা আবৃত করতে পছন্দ করি। এটাই তোমাদের আর আমাদের মাঝে পার্থক্য",1
আল্লাহু আকবর ইয়া আল্লাহ শকুনদের থেকে মুসলিম ভাই বোনদের রক্ষা করোহেফাজতে রেখো,0
মানুষের পোষাকে হস্তক্ষেপ করার অধিকার নেই আদালতের।মানুষেরমৌলিক অধিকার লঙ্গন করেছে ভারতের আদালত,0
আল্লাহ জালিমদের হাত থেকে আমাদের বোনদের রক্ষা করেন।,0
বিসমিল্লাহির রাহমানির রাহিমহিন্দু ও মুসলমান ভাই ও বোনেদের আমি একটি প্রতিবাদ জানাতে চাচ্ছি যেআপনারা সবাই মিলেমিশে থাকবেন কে হিজাব পড়লো কে হিন্দু-কে মুসলমান এ দেখা দরকার শিক্ষা গ্রহণসবাই আল্লাহর সৃষ্টি,0
"মুসলিমদের নির্যাতনের অনেক অনেক ভিডিও দেখেছি ভারতে, মুসলিম শিক্ষার্থীদের কাদা ছিটাতে হিজাব খুলে নিতে দেখেছি, বাংলাদশে হলে কি হতো? এসব ঘটনার পরেও কেউ যদি বলে বাংলাদেশের হিন্দু সহ অন্যান্য জাতিরা যদি বলে তারা নির্যাতনের শিকার হচ্ছে, তাহলে কি আর বলব কিছু বলার নেই। বাংলাদেশের অধিকাংশ বড় বড় পদে হিন্দু এবং উপজাতি রা অধিষ্ঠিত। বাংলাদেশ বিশ্বের মাঝে সম্প্রীতির একটি দেশ।",0
"পৃথিবীতে ধর্ম নিয়ে রাজনীতি বন্ধ অনিবার্য, হোক সে দেশ আরব বা ভারত...",0
"ইসলামের ফরজ বিধান হিজাবের কারণে, নিপীড়নের শিকার বোনের প্রতি শ্রদ্ধা ও সংহতি৷. এই সমাজে উলঙ্গ হওয়ার স্বাধীনতা আছে কিন্তু কাপড় পরার স্বাধীনতা নাই।! আল্লাহু আকবর ❤️❤️🎊🎊🎊",0
মুসলিম মেয়েদের এত শিক্ষিত হয়ে লাভ নাই। বিয়ে কর স্বামী পা টিপো। বছরে বছরে সন্তান জন্ম দেও।😁,1
ইসলাম ধর্মে যাদের বিশ্বাস নেই তারা যাহা খুশি করতে পারে। তবে কর্ম ফল ভোগ করতে হবে,0
ভারতের এক কোটি হিন্দু মুসলিম দেশগুলোতে কাজ করছে তারপরও ভারত সরকার মুসলিমদের উপর নির্যাতন করছে,0
আল্লাহু আকবার 🕋🖤🥀আপনাদের ভারতবর্ষে এরকম বোন জন্ম নেওয়া উচিত তোমাকে স্যালুট করলাম বোন,0
"পৃথিবী মানুষের হোক । ধর্ম থাকুক মন্দির, মসজিদ বা গির্জায়। মানুষের ধর্ম হোক মানবতা ।",0
মালাউনের বাচ্চাদের এত জীবন সমস্যা হয় নাই আর এখন তাদের সমস্যা হয়েছে এগুলো কিছুই না জাস্ট মুসলমানদের উপর অত্যাচার। অথচ তাদেরকে পাকিস্তান এবং চীন এত চাপ দিয়ে রাখছে তাদের কাছে বিড়াল 🐱 অথচ যে জায়গায় সংখ্যায় কম মুসলমানরা সেই জায়গায় তারা এরকম একটা বিশৃংখল পরিবেশ সৃষ্টি করছে। হাজার হাজার বছর ধরে হিজাব পড়ে আসছে কোন সমস্যা হয় না আর এখন তাদের চুলকানি উঠছে। মনে রেখো জুলুমের শাসন বেশিদিন থাকে না। তোমাদের পতন অনিবার্য হয়ে আসছে।,1
ভারতে যদি একজন মুসলিম বোনের উপর নির্যাতন হয় তাহলে বাংলাদেশে হিন্দুদের কোনো অস্তিত্ব থাকবে না।😡,2
বাংলাদেশে হিন্দুদের জন্য শিক্ষা নিষিদ্ধ করা হোক,2
আল্লাহ্ তুমি এদের কঠিন বিচার করুন।।। করোনার থেকেও ভয়াবহ কিছু দিয়ে।।।,1
পুলিশ কি করে?? আমাদের দেশে কেউ এভাবে হিন্দুদের বিরুদ্ধে মিছিল করার তো সাহসই পাবে না,0
"ছাত্ররাই হিজাব,বোরকার বিরুদ্ধে আন্দোলন করছে; তাও আবার বিজেপির পতাকা নিয়ে! এখানে উদ্দেশ্যটা কি?",0
"বাংলাদেশী পাকিস্তানি আফগানিস্তানী সময় মতো দরকার পড়লে ভারতে যাবে, রক্ত দেবে, কিন্তু অপমান সহ্য করবে না। এই উপমহদেশের মুসলমানদের পুরনো শান ফেরত আসবেই ইন-শা-আল্লাহ।",0
ইনশাআল্লাহ ইসলামের বিজয় আসবেই আসবে ইনশাআল্লাহ সৈরাচার নিপাত যাক গনতন্ত্র মুওি পাক 🤲🤲🤲🤲,0
আচ্ছা আমি মানলাম হিন্দুরা নোংরামি করছে তাহলে গত বছর যে দূর্গা পূজার সময় বিনা দোষে প্রতিমা ভাঙচুর ও অগ্নিসংযোগ এবং মানুষ মার হলো তা কি ছিল,1
আল্লাহ জিহাদ করতে চাই,0
প্রয়োজনে জিহাদ করতে হবে।,0
এই হলো হিন্দুদের আসল রুপ 😶এখন সময় হয়েছে হিন্দুদের বিরুদ্ধে প্রতিরোধ গড়ে তুলা!,1
"অদ্ভুত সব ফ্যাসাদ ত ! মুসলিম ছেলে মেয়ে ভর্তি করতে পারলে হিজাব টুপি তে কি সমস্যা ! আর ভারতে নিজে গিয়ে দেখলাম চেন্নাই এর মুসলিম কমিউনিটি হিন্দ ভাষা নয় বরং উর্দু শিখে ,,, আমার সাথে ও উর্দু তে কথা বলেছে ,, আর অনেক কিছু দেখেছি ,, যে এলাকায় থাকতাম ওখানে মন্দিরের ২০০ মিটারের মধ্যে মসজিদ ছিল ! লজ থেকে আজান শুনা যেত ,,আজান শেষ হলে সন্ধ্যায় মন্দিরে ঘন্টা শুনতাম !হিন্দু মুসলিম যে যার স্বাধীন মত ও ধর্মীয় রীতি মানতে পারলে ,,, স্কুল কলেজ এ কি সমস্যা ,,, এখানে কিছু উগ্রপন্থীর যথেষ্ট ষড়যন্ত্র আছে বুঝায় যায়",0
"মুসলমানের ধর্মীয় অধিকারে আঘাত করছে কর্ণাটকের স্কুল কর্তৃপক্ষ, শুধু তাই নয়, তারা ব্যক্তি অধিকারে হস্তক্ষেপ করছে। তারা তারা কি পরবে আর,কি পরবে না সেটা তারাই ঠিক করবে। তুমারা না। তুমারা তু মুসলমানের ধর্মীয় অধিকার শুধু আঘাত করতো না, বরংচ মানবাধিকার লংঘন করছ।ভারতের কর্ণাটকের স্কুলের শিক্ষকদের বিচার হওয়ার দরকার। তারা মানবাধিকার লংঘন করেছে।",0
আল্লাহ তুমি আমাদের মুসলিম ভাই বোন দের সাহায্য করো আমিন!,0
আল্লাহু আকবর ধ্বনির আওয়াজ শুনে এতো ভয় পাইছে,0
মুসলিম মেয়েরা হিজাব পড়লে পড়াশোনার বা স্কুল ও কলেজ কর্তৃপক্ষের কি ক্ষতি এটা নির্যাতন করা হচ্ছে,0
হে আল্লাহ্ সুবহানতায়ালা আপনি আমাদের সকলকে সর্বদা পর্দা করার তৌফিক দান করুন এবং সকলকে সকল ধরনের অতিষ্ঠকর পরিস্থিতি থেকে রক্ষা করুন । আমিন ।,0
আল্লাহ এদের বিচার করো তুমি,0
"আল্লাহ আকবর স্লোগানের আওয়াজে সকল অপশক্তি ধব্বংস হবে। আশা নয় বিশ্বাস।লিল্লাহে তাকবির আল্লাহআকবর।মুসলিম আমি সংগ্রামী আমি আমি চির রণবীর আল্লাহকে ছাড়া কাউকে মানিনা নারায়ে তাকবীর।নারায়ে তাকবীর, আল্লাহু আকবার!",0
